,airline,flight,source_city,departure_time,Time,stops,arrival_time,Time,destination_city,class,duration,days_left,price
46688,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,2339
46689,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,2339
46721,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,2464
46722,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,21,2464
46731,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,21,2614
46734,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,3024
46741,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,21,2738
46742,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,2748
46744,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,21,2987
46878,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,22,2339
46879,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,22,2339
46892,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,22,2339
46899,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,2339
46900,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,2339
46933,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,2464
46934,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,22,2464
46943,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,22,2614
46946,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,3024
46954,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,22,2738
46957,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,2987
46958,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,22,3044
47094,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,23,2339
47106,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,23,2599
47114,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,2339
47115,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,2339
47120,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,23,2339
47145,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,2464
47146,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,23,2464
47155,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,23,2614
47158,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,3024
47165,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,2748
47180,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,23,3697
47305,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,24,2339
47318,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,24,2339
47325,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,2339
47326,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,2339
47327,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,2339
47332,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,24,2339
47363,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,2464
47364,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,24,2464
47373,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,24,2614
47376,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,3024
47384,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,24,2748
47526,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,25,2339
47527,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,25,2339
47540,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,25,2339
47547,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,2339
47548,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,2339
47549,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,2339
47554,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,25,2339
47587,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,2464
47588,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,25,2464
47597,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,25,2614
47607,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,2748
47609,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,25,3549
47740,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,26,2339
47741,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,26,2339
47754,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,26,2339
47761,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,2339
47762,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,2339
47763,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,2339
47768,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,26,2339
47802,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,2464
47803,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,26,2464
47812,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,26,2614
47815,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,3024
47824,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,26,2748
47954,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,27,2339
47955,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,27,2339
47968,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,27,2339
47975,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,27,2339
47976,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,27,2339
47977,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,27,2339
47981,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,27,2339
48013,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,27,2464
48022,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,27,2614
48025,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,27,3024
48033,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,27,2748
48170,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,28,2339
48171,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,28,2339
48184,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,28,2339
48191,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,2339
48192,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,2339
48193,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,2339
48228,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,2464
48229,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,28,2464
48238,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,28,2614
48241,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,3024
48249,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,28,2738
48250,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,28,2748
48386,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,29,2339
48387,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,29,2339
48398,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,29,2339
48404,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,2339
48405,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,2339
48406,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,2339
48411,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,29,2339
48438,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,2464
48439,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,29,2464
48449,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,29,2614
48452,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,3024
48460,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,29,2748
48604,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,30,2339
48605,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,30,2339
48625,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,2339
48626,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,2339
48631,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,30,2339
48657,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,2463
48658,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,2464
48659,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,30,2464
48667,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,30,2614
48668,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,3024
48671,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,30,2738
48675,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,30,2748
48815,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,31,2339
48828,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,31,2339
48835,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,2339
48836,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,2339
48841,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,31,2339
48842,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,31,2339
48871,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,2463
48872,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,2464
48873,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,31,2464
48882,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,3024
48892,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,31,2748
49031,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,32,2339
49032,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,32,2339
49046,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,32,2339
49053,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,2339
49054,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,2339
49055,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,2339
49060,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,32,2339
49061,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,32,2339
49092,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,2464
49093,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,32,2464
49110,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,2748
49114,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,32,3549
49243,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,33,2339
49244,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,33,2339
49258,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,33,2339
49265,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,2339
49266,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,2339
49267,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,2339
49272,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,33,2339
49273,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,33,2339
49303,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,2464
49304,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,33,2464
49313,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,3024
49348,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,33,4059
49454,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,34,2339
49455,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,34,2339
49468,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,34,2339
49473,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,34,2339
49474,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,34,2339
49475,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,34,2339
49479,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,34,2339
49503,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,34,2464
49512,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,34,2614
49514,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,34,3024
49522,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,34,2748
49663,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,35,2339
49664,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,35,2339
49676,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,35,2339
49681,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,2339
49682,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,2339
49686,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,35,2339
49701,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,2464
49702,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,35,2464
49711,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,35,2614
49713,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,3024
49720,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,2748
49722,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,35,2987
49873,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,36,2339
49885,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,36,2599
49887,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,36,2339
49894,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,2339
49895,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,2339
49900,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,36,2339
49917,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,2464
49918,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,36,2464
49927,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,36,2614
49929,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,3024
49938,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,2748
49965,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,36,4046
50088,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,37,2339
50089,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,37,2339
50103,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,37,2339
50110,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,2339
50115,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,37,2339
50134,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,2463
50135,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,2464
50136,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,37,2464
50146,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,3024
50155,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,37,2738
50156,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,2748
50196,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,37,4447
50299,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,38,2339
50312,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,38,2339
50318,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,2339
50319,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,2339
50324,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,38,2339
50339,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,2464
50340,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,38,2464
50349,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,38,2614
50351,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,3024
50358,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,2748
50380,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,38,3697
50519,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,39,2339
50520,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,39,2339
50533,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,39,2339
50540,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,39,2339
50541,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,39,2339
50546,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,39,2339
50547,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,39,2339
50579,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,39,2464
50580,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,39,2464
50597,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,39,2748
50599,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,39,2987
50600,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,39,3549
50731,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,40,2339
50732,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,40,2339
50746,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,40,2339
50747,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,40,2339
50754,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,40,2339
50755,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,40,2339
50760,Indigo,6E-2047,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,40,2339
50792,Air_India,AI-864,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,40,2464
50793,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,40,2464
50801,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,40,2614
50802,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,40,3024
50809,GO_FIRST,G8-327,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,40,2748
50942,Vistara,UK-954,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,41,2339
50943,Vistara,UK-928,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,41,2339
50957,AirAsia,I5-767,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,41,2339
50958,Indigo,6E-6721,Mumbai,Early_Morning,4,zero,Morning,6.08,Delhi,Economy,2.08,41,2339
50964,GO_FIRST,G8-329,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,41,2339
50965,Indigo,6E-5006,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,41,2339
51003,Air_India,AI-806,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,41,2464
51011,SpiceJet,SG-8152,Mumbai,Early_Morning,4,zero,Morning,6.25,Delhi,Economy,2.25,41,2614
51012,Vistara,UK-930,Mumbai,Early_Morning,4,zero,Morning,6.17,Delhi,Economy,2.17,41,3024
